source,target,source_title,target_title,shared_subtasks,cosine,jaccard,weighted_cosine,same_soc_major_group
29-1141.03,29-1224.00,Critical Care Nurses,Radiologists,9,0.277,0.1607,0.2774,1
19-1023.00,19-1029.01,Zoologists and Wildlife Biologists,Bioinformatics Scientists,4,0.2767,0.1538,0.2852,1
19-1029.01,19-3032.00,Bioinformatics Scientists,Industrial-Organizational Psychologists,4,0.2767,0.1538,0.246,1
29-1224.00,29-1242.00,Radiologists,"Orthopedic Surgeons, Except Pediatric",7,0.2767,0.1556,0.0,1
29-1224.00,29-2011.01,Radiologists,Cytogenetic Technologists,7,0.2767,0.1556,0.3486,1
29-1171.00,29-2032.00,Nurse Practitioners,Diagnostic Medical Sonographers,8,0.2765,0.16,0.2829,1
15-1212.00,15-1242.00,Information Security Analysts,Database Administrators,4,0.276,0.1481,0.3201,1
17-2112.00,17-3013.00,Industrial Engineers,Mechanical Drafters,4,0.276,0.1481,0.2498,1
29-1211.00,29-2056.00,Anesthesiologists,Veterinary Technologists and Technicians,8,0.276,0.1569,0.2913,1
29-1292.00,29-2057.00,Dental Hygienists,Ophthalmic Medical Technicians,4,0.276,0.16,0.3218,1
17-2071.00,17-3026.00,Electrical Engineers,Industrial Engineering Technologists and Technicians,8,0.2759,0.16,0.2699,1
17-2121.00,17-3011.00,Marine Engineers and Naval Architects,Architectural and Civil Drafters,7,0.2758,0.1591,0.2834,1
17-2141.01,17-3029.08,Fuel Cell Engineers,Photonics Technicians,7,0.2758,0.1591,0.2668,1
29-1217.00,29-2034.00,Neurologists,Radiologic Technologists and Technicians,7,0.2758,0.1591,0.2652,1
17-2151.00,17-3012.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Electrical and Electronics Drafters,6,0.2753,0.1579,0.2348,1
17-3025.00,17-3026.01,Environmental Engineering Technologists and Technicians,Nanotechnology Engineering Technologists and Technicians,6,0.2753,0.1579,0.2653,1
29-1021.00,29-1212.00,"Dentists, General",Cardiologists,6,0.2753,0.1579,0.0,1
29-1212.00,29-2051.00,Cardiologists,Dietetic Technicians,6,0.2753,0.1579,0.0,1
17-2051.00,17-2112.03,Civil Engineers,Manufacturing Engineers,6,0.275,0.1538,0.2611,1
17-2061.00,17-2112.03,Computer Hardware Engineers,Manufacturing Engineers,6,0.275,0.1538,0.2768,1
17-2061.00,17-2141.01,Computer Hardware Engineers,Fuel Cell Engineers,6,0.275,0.1538,0.31,1
17-2061.00,17-3023.00,Computer Hardware Engineers,Electrical and Electronic Engineering Technologists and Technicians,6,0.275,0.1538,0.2477,1
29-1071.01,29-1124.00,Anesthesiologist Assistants,Radiation Therapists,6,0.275,0.1538,0.2637,1
29-1151.00,29-9092.00,Nurse Anesthetists,Genetic Counselors,7,0.275,0.1591,0.2759,1
29-2031.00,29-9092.00,Cardiovascular Technologists and Technicians,Genetic Counselors,7,0.275,0.1591,0.3033,1
15-1211.00,15-1299.02,Computer Systems Analysts,Geographic Information Systems Technologists and Technicians,7,0.2746,0.1591,0.2759,1
15-1243.00,15-1254.00,Database Architects,Web Developers,7,0.2746,0.1591,0.2882,1
17-2051.01,17-2131.00,Transportation Engineers,Materials Engineers,7,0.2746,0.1591,0.2988,1
29-1128.00,29-9091.00,Exercise Physiologists,Athletic Trainers,7,0.2746,0.1591,0.2488,1
29-1129.02,29-1212.00,Music Therapists,Cardiologists,7,0.2746,0.1591,0.0,1
29-2032.00,29-2053.00,Diagnostic Medical Sonographers,Psychiatric Technicians,7,0.2744,0.1556,0.2613,1
29-2033.00,29-2036.00,Nuclear Medicine Technologists,Medical Dosimetrists,7,0.2744,0.1556,0.3099,1
17-2041.00,17-2141.00,Chemical Engineers,Mechanical Engineers,6,0.2739,0.1463,0.2682,1
17-2072.01,17-2199.05,Radio Frequency Identification Device Specialists,Mechatronics Engineers,6,0.2739,0.1579,0.2852,1
19-1031.00,19-4071.00,Conservation Scientists,Forest and Conservation Technicians,6,0.2739,0.1579,0.2701,1
29-1011.00,29-9092.00,Chiropractors,Genetic Counselors,6,0.2739,0.1579,0.3233,1
29-1031.00,29-1229.05,Dietitians and Nutritionists,Preventive Medicine Physicians,6,0.2739,0.15,0.2542,1
29-1224.00,29-1299.02,Radiologists,Orthoptists,6,0.2739,0.1463,0.3405,1
29-2011.01,29-9092.00,Cytogenetic Technologists,Genetic Counselors,6,0.2739,0.1579,0.252,1
29-1141.00,29-2042.00,Registered Nurses,Emergency Medical Technicians,6,0.2736,0.1364,0.0,1
17-2051.02,17-3011.00,Water/Wastewater Engineers,Architectural and Civil Drafters,6,0.273,0.1579,0.29,1
19-1013.00,19-2041.02,Soil and Plant Scientists,Environmental Restoration Planners,6,0.273,0.1579,0.2673,1
29-1217.00,29-2099.05,Neurologists,Ophthalmic Medical Technologists,6,0.273,0.1579,0.3051,1
19-1013.00,19-1031.02,Soil and Plant Scientists,Range Managers,5,0.2728,0.1562,0.283,1
19-4013.00,19-4099.01,Food Science Technicians,Quality Control Analysts,5,0.2728,0.1515,0.3151,1
29-1023.00,29-1141.01,Orthodontists,Acute Care Nurses,5,0.2728,0.1429,0.2855,1
29-1211.00,29-2091.00,Anesthesiologists,Orthotists and Prosthetists,5,0.2728,0.1515,0.2697,1
29-1218.00,29-1229.02,Obstetricians and Gynecologists,Hospitalists,5,0.2728,0.1562,0.3011,1
29-1218.00,29-1229.05,Obstetricians and Gynecologists,Preventive Medicine Physicians,5,0.2728,0.1562,0.2373,1
29-1229.03,29-2033.00,Urologists,Nuclear Medicine Technologists,5,0.2728,0.1562,0.2549,1
29-2011.00,29-2033.00,Medical and Clinical Laboratory Technologists,Nuclear Medicine Technologists,5,0.2728,0.1562,0.2369,1
29-2091.00,29-9092.00,Orthotists and Prosthetists,Genetic Counselors,5,0.2728,0.1515,0.2537,1
29-1122.00,29-1141.02,Occupational Therapists,Advanced Practice Psychiatric Nurses,6,0.2727,0.1579,0.3345,1
19-3033.00,19-3091.00,Clinical and Counseling Psychologists,Anthropologists and Archeologists,7,0.2725,0.1556,0.2832,1
15-1251.00,15-1255.01,Computer Programmers,Video Game Designers,4,0.2722,0.1538,0.2787,1
17-2021.00,17-2081.00,Agricultural Engineers,Environmental Engineers,6,0.2722,0.1538,0.2824,1
19-2099.01,19-3092.00,Remote Sensing Scientists and Technologists,Geographers,4,0.2722,0.1379,0.2812,1
29-1123.00,29-1223.00,Physical Therapists,Psychiatrists,6,0.2722,0.1538,0.29,1
29-1141.04,29-2099.01,Clinical Nurse Specialists,Neurodiagnostic Technologists,6,0.2722,0.1538,0.246,1
29-1151.00,29-1215.00,Nurse Anesthetists,Family Medicine Physicians,6,0.2722,0.1538,0.2657,1
29-1215.00,29-2031.00,Family Medicine Physicians,Cardiovascular Technologists and Technicians,6,0.2722,0.1538,0.2702,1
29-1041.00,29-1181.00,Optometrists,Audiologists,5,0.272,0.1471,0.2881,1
29-1125.00,29-1127.00,Recreational Therapists,Speech-Language Pathologists,5,0.272,0.1471,0.3116,1
29-1125.00,29-1181.00,Recreational Therapists,Audiologists,5,0.272,0.1471,0.2908,1
29-2042.00,29-9091.00,Emergency Medical Technicians,Athletic Trainers,5,0.272,0.1471,0.0,1
29-2061.00,29-9099.01,Licensed Practical and Licensed Vocational Nurses,Midwives,8,0.2715,0.1569,0.2853,1
17-2011.00,17-2199.08,Aerospace Engineers,Robotics Engineers,5,0.2712,0.1562,0.3142,1
17-2061.00,17-2161.00,Computer Hardware Engineers,Nuclear Engineers,5,0.2712,0.1562,0.272,1
19-1029.03,19-2011.00,Geneticists,Astronomers,5,0.2712,0.1562,0.2779,1
19-1029.03,19-3022.00,Geneticists,Survey Researchers,5,0.2712,0.1562,0.2798,1
19-2042.00,19-2043.00,"Geoscientists, Except Hydrologists and Geographers",Hydrologists,8,0.2712,0.1569,0.2932,1
19-2043.00,19-4042.00,Hydrologists,"Environmental Science and Protection Technicians, Including Health",8,0.2712,0.1569,0.2874,1
17-2031.00,17-2199.06,Bioengineers and Biomedical Engineers,Microsystems Engineers,7,0.271,0.1556,0.2809,1
19-2041.02,19-4042.00,Environmental Restoration Planners,"Environmental Science and Protection Technicians, Including Health",7,0.271,0.1556,0.251,1
15-1241.00,15-1299.02,Computer Network Architects,Geographic Information Systems Technologists and Technicians,8,0.2704,0.1538,0.2395,1
17-2021.00,17-2112.02,Agricultural Engineers,Validation Engineers,5,0.2704,0.1562,0.2566,1
17-2112.01,17-3024.01,Human Factors Engineers and Ergonomists,Robotics Technicians,5,0.2704,0.1562,0.238,1
17-3024.01,17-3026.01,Robotics Technicians,Nanotechnology Engineering Technologists and Technicians,5,0.2704,0.1562,0.2753,1
29-1131.00,29-2056.00,Veterinarians,Veterinary Technologists and Technicians,8,0.2704,0.1538,0.2562,1
29-1214.00,29-1223.00,Emergency Medicine Physicians,Psychiatrists,5,0.2704,0.1562,0.2891,1
29-1222.00,29-2099.01,"Physicians, Pathologists",Neurodiagnostic Technologists,5,0.2704,0.1562,0.2421,1
29-2035.00,29-2056.00,Magnetic Resonance Imaging Technologists,Veterinary Technologists and Technicians,8,0.2704,0.1538,0.2464,1
17-2061.00,17-2199.06,Computer Hardware Engineers,Microsystems Engineers,6,0.2702,0.15,0.2539,1
17-3024.00,17-3027.01,Electro-Mechanical and Mechatronics Technologists and Technicians,Automotive Engineering Technicians,6,0.2702,0.15,0.3399,1
17-3026.00,17-3027.01,Industrial Engineering Technologists and Technicians,Automotive Engineering Technicians,6,0.2702,0.15,0.2612,1
15-1211.00,15-1211.01,Computer Systems Analysts,Health Informatics Specialists,6,0.27,0.1538,0.2433,1
15-1211.01,15-1253.00,Health Informatics Specialists,Software Quality Assurance Analysts and Testers,6,0.27,0.1538,0.2166,1
15-1211.01,15-1254.00,Health Informatics Specialists,Web Developers,6,0.27,0.1538,0.1432,1
17-2051.02,17-2141.00,Water/Wastewater Engineers,Mechanical Engineers,7,0.27,0.1522,0.281,1
17-2112.03,17-2141.02,Manufacturing Engineers,Automotive Engineers,7,0.27,0.1556,0.2679,1
17-2121.00,17-2141.02,Marine Engineers and Naval Architects,Automotive Engineers,7,0.27,0.1556,0.2767,1
29-1129.02,29-1222.00,Music Therapists,"Physicians, Pathologists",6,0.27,0.1538,0.2554,1
29-1181.00,29-2051.00,Audiologists,Dietetic Technicians,6,0.27,0.1538,0.2429,1
29-1224.00,29-2099.05,Radiologists,Ophthalmic Medical Technologists,7,0.27,0.1522,0.3082,1
29-2034.00,29-9092.00,Radiologic Technologists and Technicians,Genetic Counselors,7,0.27,0.1556,0.2944,1
29-2051.00,29-9091.00,Dietetic Technicians,Athletic Trainers,6,0.27,0.1538,0.2715,1
19-1029.01,19-4099.03,Bioinformatics Scientists,Remote Sensing Technicians,4,0.2697,0.1481,0.2966,1
11-9041.00,11-9111.00,Architectural and Engineering Managers,Medical and Health Services Managers,7,0.2694,0.1556,0.2709,1
17-2081.00,17-2111.00,Environmental Engineers,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",7,0.2694,0.1556,0.288,1
17-2081.00,17-3025.00,Environmental Engineers,Environmental Engineering Technologists and Technicians,7,0.2694,0.1556,0.1998,1
17-3025.00,17-3027.00,Environmental Engineering Technologists and Technicians,Mechanical Engineering Technologists and Technicians,7,0.2694,0.1556,0.3016,1
29-1081.00,29-9099.01,Podiatrists,Midwives,6,0.2694,0.1463,0.2625,1
29-1126.00,29-1128.00,Respiratory Therapists,Exercise Physiologists,7,0.2694,0.1556,0.2991,1
29-1126.00,29-2035.00,Respiratory Therapists,Magnetic Resonance Imaging Technologists,7,0.2694,0.1556,0.2623,1
29-1229.03,29-2032.00,Urologists,Diagnostic Medical Sonographers,6,0.2694,0.1463,0.2723,1
17-1012.00,17-2031.00,Landscape Architects,Bioengineers and Biomedical Engineers,5,0.2692,0.1515,0.233,1
17-3021.00,17-3029.08,Aerospace Engineering and Operations Technologists and Technicians,Photonics Technicians,5,0.2692,0.1515,0.2707,1
29-1221.00,29-1299.02,"Pediatricians, General",Orthoptists,5,0.2692,0.1515,0.2843,1
17-2171.00,17-2199.08,Petroleum Engineers,Robotics Engineers,6,0.2683,0.1538,0.2622,1
19-4043.00,19-4071.00,"Geological Technicians, Except Hydrologic Technicians",Forest and Conservation Technicians,6,0.2683,0.1538,0.1786,1
29-1011.00,29-1212.00,Chiropractors,Cardiologists,6,0.2683,0.1538,0.0,1
17-3024.00,17-3029.01,Electro-Mechanical and Mechatronics Technologists and Technicians,Non-Destructive Testing Specialists,5,0.268,0.1389,0.3019,1
29-1122.00,29-9099.01,Occupational Therapists,Midwives,7,0.268,0.1522,0.2824,1
29-1141.03,29-1141.04,Critical Care Nurses,Clinical Nurse Specialists,8,0.268,0.1538,0.2732,1
29-1243.00,29-2032.00,Pediatric Surgeons,Diagnostic Medical Sonographers,7,0.268,0.1522,0.0,1
15-1243.00,15-1299.07,Database Architects,Blockchain Engineers,5,0.2673,0.1471,0.2504,1
15-1299.02,15-2021.00,Geographic Information Systems Technologists and Technicians,Mathematicians,5,0.2673,0.1471,0.293,1
17-2021.00,17-2121.00,Agricultural Engineers,Marine Engineers and Naval Architects,6,0.2673,0.15,0.2638,1
17-2051.02,17-2199.05,Water/Wastewater Engineers,Mechatronics Engineers,6,0.2673,0.1538,0.297,1
17-2112.00,17-2199.05,Industrial Engineers,Mechatronics Engineers,6,0.2673,0.1538,0.26,1
17-2131.00,17-2199.11,Materials Engineers,Solar Energy Systems Engineers,5,0.2673,0.1471,0.3108,1
17-2141.02,17-2199.09,Automotive Engineers,Nanosystems Engineers,6,0.2673,0.1538,0.288,1
17-2199.05,17-2199.07,Mechatronics Engineers,Photonics Engineers,6,0.2673,0.1538,0.2472,1
17-2199.05,17-2199.09,Mechatronics Engineers,Nanosystems Engineers,6,0.2673,0.1538,0.2965,1
19-1013.00,19-1031.00,Soil and Plant Scientists,Conservation Scientists,6,0.2673,0.1538,0.2788,1
19-1013.00,19-1032.00,Soil and Plant Scientists,Foresters,6,0.2673,0.1538,0.2455,1
19-3011.00,19-3092.00,Economists,Geographers,3,0.2673,0.15,0.2349,1
19-4013.00,19-4051.02,Food Science Technicians,Nuclear Monitoring Technicians,4,0.2673,0.1538,0.2581,1
29-1022.00,29-1213.00,Oral and Maxillofacial Surgeons,Dermatologists,3,0.2673,0.15,0.2361,1
29-1022.00,29-1229.04,Oral and Maxillofacial Surgeons,Physical Medicine and Rehabilitation Physicians,3,0.2673,0.15,0.2559,1
29-1022.00,29-2043.00,Oral and Maxillofacial Surgeons,Paramedics,3,0.2673,0.15,0.2919,1
29-1081.00,29-1229.04,Podiatrists,Physical Medicine and Rehabilitation Physicians,4,0.2673,0.1538,0.2947,1
29-1124.00,29-2099.01,Radiation Therapists,Neurodiagnostic Technologists,6,0.2673,0.15,0.2749,1
29-1131.00,29-2091.00,Veterinarians,Orthotists and Prosthetists,5,0.2673,0.1471,0.2501,1
29-1212.00,29-2043.00,Cardiologists,Paramedics,5,0.2673,0.1471,0.0,1
29-1215.00,29-2034.00,Family Medicine Physicians,Radiologic Technologists and Technicians,6,0.2673,0.15,0.2584,1
29-1229.03,29-1229.04,Urologists,Physical Medicine and Rehabilitation Physicians,4,0.2673,0.1538,0.2617,1
29-1229.03,29-2043.00,Urologists,Paramedics,4,0.2673,0.1538,0.2532,1
29-1229.05,29-2091.00,Preventive Medicine Physicians,Orthotists and Prosthetists,4,0.2673,0.1538,0.2215,1
29-2061.00,29-2099.01,Licensed Practical and Licensed Vocational Nurses,Neurodiagnostic Technologists,6,0.2673,0.15,0.2805,1
29-1123.00,29-1125.00,Physical Therapists,Recreational Therapists,5,0.2669,0.1429,0.2993,1
29-1125.00,29-1171.00,Recreational Therapists,Nurse Practitioners,5,0.2669,0.1429,0.2735,1
29-1126.00,29-2011.02,Respiratory Therapists,Cytotechnologists,5,0.2669,0.1429,0.2738,1
29-2042.00,29-9093.00,Emergency Medical Technicians,Surgical Assistants,5,0.2669,0.1429,0.0,1
19-3092.00,19-4043.00,Geographers,"Geological Technicians, Except Hydrologic Technicians",4,0.2667,0.1333,0.227,1
29-1122.00,29-1161.00,Occupational Therapists,Nurse Midwives,6,0.2667,0.1538,0.2539,1
29-1141.02,29-1229.03,Advanced Practice Psychiatric Nurses,Urologists,5,0.2665,0.1515,0.2943,1
29-1216.00,29-1229.05,General Internal Medicine Physicians,Preventive Medicine Physicians,5,0.2665,0.1515,0.23,1
29-1141.03,29-2099.05,Critical Care Nurses,Ophthalmic Medical Technologists,7,0.2659,0.1489,0.2614,1
17-2071.00,17-2199.05,Electrical Engineers,Mechatronics Engineers,7,0.2653,0.1522,0.2418,1
17-2141.02,17-2199.06,Automotive Engineers,Microsystems Engineers,7,0.2653,0.1522,0.312,1
29-1129.01,29-9092.00,Art Therapists,Genetic Counselors,7,0.2653,0.1522,0.3337,1
15-1241.00,15-1253.00,Computer Network Architects,Software Quality Assurance Analysts and Testers,8,0.2652,0.1509,0.2579,1
17-2081.00,17-2112.01,Environmental Engineers,Human Factors Engineers and Ergonomists,6,0.2649,0.15,0.2728,1
17-3026.01,17-3029.01,Nanotechnology Engineering Technologists and Technicians,Non-Destructive Testing Specialists,4,0.2649,0.1481,0.2592,1
19-1029.04,19-1042.00,Biologists,"Medical Scientists, Except Epidemiologists",6,0.2649,0.15,0.2317,1
19-2041.00,19-2041.01,"Environmental Scientists and Specialists, Including Health",Climate Change Policy Analysts,4,0.2649,0.1481,0.2861,1
29-1021.00,29-1151.00,"Dentists, General",Nurse Anesthetists,6,0.2649,0.15,0.2762,1
29-1126.00,29-2055.00,Respiratory Therapists,Surgical Technologists,6,0.2649,0.15,0.2439,1
29-1141.04,29-2051.00,Clinical Nurse Specialists,Dietetic Technicians,6,0.2649,0.15,0.2601,1
29-1151.00,29-1241.00,Nurse Anesthetists,"Ophthalmologists, Except Pediatric",6,0.2649,0.15,0.2552,1
15-1241.01,15-1243.00,Telecommunications Engineering Specialists,Database Architects,7,0.2646,0.1522,0.289,1
15-1241.01,15-1299.02,Telecommunications Engineering Specialists,Geographic Information Systems Technologists and Technicians,7,0.2646,0.1522,0.2603,1
15-1243.01,15-2051.02,Data Warehousing Specialists,Clinical Data Managers,5,0.2646,0.1515,0.3038,1
17-1011.00,17-2051.02,"Architects, Except Landscape and Naval",Water/Wastewater Engineers,5,0.2646,0.1515,0.2412,1
17-1011.00,17-2112.00,"Architects, Except Landscape and Naval",Industrial Engineers,5,0.2646,0.1515,0.2702,1
17-2061.00,17-2199.07,Computer Hardware Engineers,Photonics Engineers,5,0.2646,0.1515,0.3419,1
17-2061.00,17-2199.09,Computer Hardware Engineers,Nanosystems Engineers,5,0.2646,0.1515,0.2966,1
17-2112.03,17-2131.00,Manufacturing Engineers,Materials Engineers,7,0.2646,0.1522,0.2806,1
17-2112.03,17-2151.00,Manufacturing Engineers,"Mining and Geological Engineers, Including Mining Safety Engineers",7,0.2646,0.1522,0.281,1
17-2121.00,17-3025.00,Marine Engineers and Naval Architects,Environmental Engineering Technologists and Technicians,7,0.2646,0.1522,0.2527,1
29-1124.00,29-1212.00,Radiation Therapists,Cardiologists,7,0.2646,0.1522,0.0,1
29-1128.00,29-2061.00,Exercise Physiologists,Licensed Practical and Licensed Vocational Nurses,7,0.2646,0.1522,0.2795,1
29-1131.00,29-1229.06,Veterinarians,Sports Medicine Physicians,7,0.2646,0.1522,0.2965,1
29-1123.00,29-9091.00,Physical Therapists,Athletic Trainers,7,0.2642,0.1522,0.2788,1
29-1129.02,29-1151.00,Music Therapists,Nurse Anesthetists,7,0.2642,0.1522,0.2616,1
29-1141.02,29-1224.00,Advanced Practice Psychiatric Nurses,Radiologists,7,0.2638,0.1489,0.3008,1
29-1141.00,29-2043.00,Registered Nurses,Paramedics,6,0.2636,0.1333,0.2799,1
17-2021.00,17-2161.00,Agricultural Engineers,Nuclear Engineers,5,0.2635,0.1515,0.2335,1
17-2041.00,17-2141.02,Chemical Engineers,Automotive Engineers,5,0.2635,0.1471,0.2516,1
17-2041.00,17-2199.05,Chemical Engineers,Mechatronics Engineers,5,0.2635,0.1471,0.24,1
19-1029.03,19-4031.00,Geneticists,Chemical Technicians,5,0.2635,0.1515,0.2657,1
29-1011.00,29-1229.01,Chiropractors,Allergists and Immunologists,5,0.2635,0.1515,0.2982,1
17-2112.02,17-3012.00,Validation Engineers,Electrical and Electronics Drafters,5,0.2632,0.1515,0.2789,1
17-3012.00,17-3031.00,Electrical and Electronics Drafters,Surveying and Mapping Technicians,5,0.2632,0.1515,0.2649,1
19-1029.01,19-4061.00,Bioinformatics Scientists,Social Science Research Assistants,4,0.2632,0.1429,0.2723,1
29-1214.00,29-2051.00,Emergency Medicine Physicians,Dietetic Technicians,5,0.2632,0.1515,0.2627,1
29-1222.00,29-1241.00,"Physicians, Pathologists","Ophthalmologists, Except Pediatric",5,0.2632,0.1515,0.2281,1
29-1241.00,29-2051.00,"Ophthalmologists, Except Pediatric",Dietetic Technicians,5,0.2632,0.1515,0.2053,1
