onet_soc_code,related_onet_soc_code,related_title,relatedness_tier,rank,related_is_stem
17-3012.00,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Primary-Short,3.0,1
17-3012.00,17-2072.00,"Electronics Engineers, Except Computer",Primary-Short,4.0,1
17-3012.00,17-3027.00,Mechanical Engineering Technologists and Technicians,Primary-Short,5.0,1
17-3012.00,17-2071.00,Electrical Engineers,Primary-Long,6.0,1
17-3012.00,17-3022.00,Civil Engineering Technologists and Technicians,Primary-Long,7.0,1
17-3012.00,17-3028.00,Calibration Technologists and Technicians,Primary-Long,8.0,1
17-3012.00,51-9162.00,Computer Numerically Controlled Tool Programmers,Primary-Long,9.0,0
17-3012.00,27-1021.00,Commercial and Industrial Designers,Primary-Long,10.0,0
17-3012.00,17-2061.00,Computer Hardware Engineers,Supplemental,11.0,1
17-3012.00,17-2141.00,Mechanical Engineers,Supplemental,12.0,1
17-3012.00,51-4192.00,"Layout Workers, Metal and Plastic",Supplemental,13.0,0
17-3012.00,17-2199.05,Mechatronics Engineers,Supplemental,14.0,1
17-3012.00,51-2022.00,Electrical and Electronic Equipment Assemblers,Supplemental,15.0,0
17-3012.00,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Supplemental,16.0,0
17-3012.00,17-2112.00,Industrial Engineers,Supplemental,17.0,1
17-3012.00,17-3024.01,Robotics Technicians,Supplemental,18.0,1
17-3012.00,51-2023.00,Electromechanical Equipment Assemblers,Supplemental,19.0,0
17-3012.00,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Supplemental,20.0,1
17-3013.00,17-3012.00,Electrical and Electronics Drafters,Primary-Short,1.0,1
17-3013.00,17-3011.00,Architectural and Civil Drafters,Primary-Short,2.0,1
17-3013.00,17-3027.00,Mechanical Engineering Technologists and Technicians,Primary-Short,3.0,1
17-3013.00,51-4061.00,"Model Makers, Metal and Plastic",Primary-Short,4.0,0
17-3013.00,27-1021.00,Commercial and Industrial Designers,Primary-Short,5.0,0
17-3013.00,51-4192.00,"Layout Workers, Metal and Plastic",Primary-Long,6.0,0
17-3013.00,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Primary-Long,7.0,1
17-3013.00,51-9162.00,Computer Numerically Controlled Tool Programmers,Primary-Long,8.0,0
17-3013.00,51-4062.00,"Patternmakers, Metal and Plastic",Primary-Long,9.0,0
17-3013.00,51-4041.00,Machinists,Primary-Long,10.0,0
17-3013.00,17-2141.00,Mechanical Engineers,Supplemental,11.0,1
17-3013.00,17-2199.05,Mechatronics Engineers,Supplemental,12.0,1
17-3013.00,17-2112.00,Industrial Engineers,Supplemental,13.0,1
17-3013.00,17-3022.00,Civil Engineering Technologists and Technicians,Supplemental,14.0,1
17-3013.00,17-3024.01,Robotics Technicians,Supplemental,15.0,1
17-3013.00,17-3026.00,Industrial Engineering Technologists and Technicians,Supplemental,16.0,1
17-3013.00,17-2072.00,"Electronics Engineers, Except Computer",Supplemental,17.0,1
17-3013.00,17-3028.00,Calibration Technologists and Technicians,Supplemental,18.0,1
17-3013.00,17-2071.00,Electrical Engineers,Supplemental,19.0,1
17-3013.00,15-1252.00,Software Developers,Supplemental,20.0,1
17-3021.00,17-3028.00,Calibration Technologists and Technicians,Primary-Short,1.0,1
17-3021.00,49-2091.00,Avionics Technicians,Primary-Short,2.0,0
17-3021.00,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Primary-Short,3.0,1
17-3021.00,17-3027.00,Mechanical Engineering Technologists and Technicians,Primary-Short,4.0,1
17-3021.00,17-3027.01,Automotive Engineering Technicians,Primary-Short,5.0,1
17-3021.00,17-3024.01,Robotics Technicians,Primary-Long,6.0,1
17-3021.00,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Primary-Long,7.0,0
17-3021.00,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Primary-Long,8.0,1
17-3021.00,49-3011.00,Aircraft Mechanics and Service Technicians,Primary-Long,9.0,0
17-3021.00,17-3026.00,Industrial Engineering Technologists and Technicians,Primary-Long,10.0,1
17-3021.00,17-2011.00,Aerospace Engineers,Supplemental,11.0,1
17-3021.00,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Supplemental,12.0,0
17-3021.00,17-2141.00,Mechanical Engineers,Supplemental,13.0,1
17-3021.00,17-3029.08,Photonics Technicians,Supplemental,14.0,1
17-3021.00,17-2199.05,Mechatronics Engineers,Supplemental,15.0,1
17-3021.00,17-2112.02,Validation Engineers,Supplemental,16.0,1
17-3021.00,17-2072.00,"Electronics Engineers, Except Computer",Supplemental,17.0,1
17-3021.00,49-9062.00,Medical Equipment Repairers,Supplemental,18.0,0
17-3021.00,17-2199.08,Robotics Engineers,Supplemental,19.0,1
17-3021.00,15-1252.00,Software Developers,Supplemental,20.0,1
17-3022.00,17-3011.00,Architectural and Civil Drafters,Primary-Short,1.0,1
17-3022.00,17-3027.00,Mechanical Engineering Technologists and Technicians,Primary-Short,2.0,1
17-3022.00,11-9021.00,Construction Managers,Primary-Short,3.0,0
17-3022.00,47-4011.00,Construction and Building Inspectors,Primary-Short,4.0,0
17-3022.00,17-3012.00,Electrical and Electronics Drafters,Primary-Short,5.0,1
17-3022.00,17-3013.00,Mechanical Drafters,Primary-Long,6.0,1
17-3022.00,17-2051.01,Transportation Engineers,Primary-Long,7.0,1
17-3022.00,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Primary-Long,8.0,1
17-3022.00,17-3025.00,Environmental Engineering Technologists and Technicians,Primary-Long,9.0,1
17-3022.00,17-3026.00,Industrial Engineering Technologists and Technicians,Primary-Long,10.0,1
17-3022.00,17-2051.00,Civil Engineers,Supplemental,11.0,1
17-3022.00,11-9041.00,Architectural and Engineering Managers,Supplemental,12.0,1
17-3022.00,17-2112.00,Industrial Engineers,Supplemental,13.0,1
17-3022.00,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Supplemental,14.0,0
17-3022.00,13-1082.00,Project Management Specialists,Supplemental,15.0,0
17-3022.00,17-2121.00,Marine Engineers and Naval Architects,Supplemental,16.0,1
17-3022.00,13-1051.00,Cost Estimators,Supplemental,17.0,0
17-3022.00,17-1011.00,"Architects, Except Landscape and Naval",Supplemental,18.0,1
17-3022.00,17-2141.00,Mechanical Engineers,Supplemental,19.0,1
17-3022.00,13-1081.01,Logistics Engineers,Supplemental,20.0,0
17-3023.00,17-3028.00,Calibration Technologists and Technicians,Primary-Short,1.0,1
17-3023.00,17-2072.00,"Electronics Engineers, Except Computer",Primary-Short,2.0,1
17-3023.00,17-3027.00,Mechanical Engineering Technologists and Technicians,Primary-Short,3.0,1
17-3023.00,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Primary-Short,4.0,0
17-3023.00,17-3024.01,Robotics Technicians,Primary-Short,5.0,1
17-3023.00,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Primary-Long,6.0,0
17-3023.00,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Primary-Long,7.0,1
17-3023.00,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Primary-Long,8.0,1
17-3023.00,51-2023.00,Electromechanical Equipment Assemblers,Primary-Long,9.0,0
17-3023.00,17-3026.00,Industrial Engineering Technologists and Technicians,Primary-Long,10.0,1
17-3023.00,17-2071.00,Electrical Engineers,Supplemental,11.0,1
17-3023.00,17-2141.00,Mechanical Engineers,Supplemental,12.0,1
17-3023.00,17-2199.05,Mechatronics Engineers,Supplemental,13.0,1
17-3023.00,17-2061.00,Computer Hardware Engineers,Supplemental,14.0,1
17-3023.00,17-3029.08,Photonics Technicians,Supplemental,15.0,1
17-3023.00,51-2022.00,Electrical and Electronic Equipment Assemblers,Supplemental,16.0,0
17-3023.00,17-3027.01,Automotive Engineering Technicians,Supplemental,17.0,1
17-3023.00,17-3012.00,Electrical and Electronics Drafters,Supplemental,18.0,1
17-3023.00,49-2091.00,Avionics Technicians,Supplemental,19.0,0
17-3023.00,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Supplemental,20.0,0
17-3024.00,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Primary-Short,1.0,1
17-3024.00,49-2091.00,Avionics Technicians,Primary-Short,2.0,0
17-3024.00,17-3024.01,Robotics Technicians,Primary-Short,3.0,1
17-3024.00,17-3028.00,Calibration Technologists and Technicians,Primary-Short,4.0,1
17-3024.00,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Primary-Short,5.0,1
17-3024.00,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Primary-Long,6.0,0
17-3024.00,17-3027.00,Mechanical Engineering Technologists and Technicians,Primary-Long,7.0,1
17-3024.00,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Primary-Long,8.0,0
17-3024.00,17-3029.08,Photonics Technicians,Primary-Long,9.0,1
17-3024.00,17-3026.00,Industrial Engineering Technologists and Technicians,Primary-Long,10.0,1
17-3024.00,17-2199.08,Robotics Engineers,Supplemental,11.0,1
17-3024.00,17-2199.05,Mechatronics Engineers,Supplemental,12.0,1
17-3024.00,17-2072.00,"Electronics Engineers, Except Computer",Supplemental,13.0,1
17-3024.00,17-2011.00,Aerospace Engineers,Supplemental,14.0,1
17-3024.00,51-2023.00,Electromechanical Equipment Assemblers,Supplemental,15.0,0
17-3024.00,49-3011.00,Aircraft Mechanics and Service Technicians,Supplemental,16.0,0
17-3024.00,17-2141.00,Mechanical Engineers,Supplemental,17.0,1
17-3024.00,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Supplemental,18.0,0
17-3024.00,17-2071.00,Electrical Engineers,Supplemental,19.0,1
17-3024.00,17-3027.01,Automotive Engineering Technicians,Supplemental,20.0,1
17-3024.01,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Primary-Short,1.0,1
17-3024.01,17-3028.00,Calibration Technologists and Technicians,Primary-Short,2.0,1
17-3024.01,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Primary-Short,3.0,1
17-3024.01,17-3027.00,Mechanical Engineering Technologists and Technicians,Primary-Short,4.0,1
17-3024.01,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Primary-Short,5.0,1
17-3024.01,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Primary-Long,6.0,0
17-3024.01,17-3029.08,Photonics Technicians,Primary-Long,7.0,1
17-3024.01,49-2091.00,Avionics Technicians,Primary-Long,8.0,0
17-3024.01,17-3027.01,Automotive Engineering Technicians,Primary-Long,9.0,1
17-3024.01,17-3026.00,Industrial Engineering Technologists and Technicians,Primary-Long,10.0,1
17-3024.01,17-2199.08,Robotics Engineers,Supplemental,11.0,1
17-3024.01,17-2199.05,Mechatronics Engineers,Supplemental,12.0,1
17-3024.01,17-2072.00,"Electronics Engineers, Except Computer",Supplemental,13.0,1
17-3024.01,51-2023.00,Electromechanical Equipment Assemblers,Supplemental,14.0,0
17-3024.01,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Supplemental,15.0,0
17-3024.01,51-9162.00,Computer Numerically Controlled Tool Programmers,Supplemental,16.0,0
17-3024.01,17-2141.00,Mechanical Engineers,Supplemental,17.0,1
17-3024.01,51-9161.00,Computer Numerically Controlled Tool Operators,Supplemental,18.0,0
17-3024.01,17-2071.00,Electrical Engineers,Supplemental,19.0,1
17-3024.01,27-4015.00,Lighting Technicians,Supplemental,20.0,0
17-3025.00,19-4042.00,"Environmental Science and Protection Technicians, Including Health",Primary-Short,1.0,1
17-3025.00,17-2081.00,Environmental Engineers,Primary-Short,2.0,1
17-3025.00,19-2041.00,"Environmental Scientists and Specialists, Including Health",Primary-Short,3.0,1
17-3025.00,13-1041.01,Environmental Compliance Inspectors,Primary-Short,4.0,0
17-3025.00,51-8031.00,Water and Wastewater Treatment Plant and System Operators,Primary-Short,5.0,0
17-3025.00,17-2051.02,Water/Wastewater Engineers,Primary-Long,6.0,1
17-3025.00,17-2112.00,Industrial Engineers,Primary-Long,7.0,1
17-3025.00,17-3026.00,Industrial Engineering Technologists and Technicians,Primary-Long,8.0,1
17-3025.00,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Primary-Long,9.0,1
17-3025.00,17-2041.00,Chemical Engineers,Primary-Long,10.0,1
17-3025.00,17-2141.00,Mechanical Engineers,Supplemental,11.0,1
17-3025.00,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Supplemental,12.0,1
17-3025.00,19-4044.00,Hydrologic Technicians,Supplemental,13.0,1
17-3025.00,17-3027.00,Mechanical Engineering Technologists and Technicians,Supplemental,14.0,1
17-3025.00,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Supplemental,15.0,1
17-3025.00,19-2041.03,Industrial Ecologists,Supplemental,16.0,1
17-3025.00,17-3022.00,Civil Engineering Technologists and Technicians,Supplemental,17.0,1
17-3025.00,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Supplemental,18.0,0
17-3025.00,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Supplemental,19.0,1
17-3025.00,51-8013.03,Biomass Plant Technicians,Supplemental,20.0,0
17-3026.00,17-2112.00,Industrial Engineers,Primary-Short,1.0,1
17-3026.00,17-2112.03,Manufacturing Engineers,Primary-Short,2.0,1
17-3026.00,17-3027.00,Mechanical Engineering Technologists and Technicians,Primary-Short,3.0,1
17-3026.00,17-3028.00,Calibration Technologists and Technicians,Primary-Short,4.0,1
17-3026.00,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Primary-Short,5.0,1
17-3026.00,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Primary-Long,6.0,1
17-3026.00,17-3024.01,Robotics Technicians,Primary-Long,7.0,1
17-3026.00,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Primary-Long,8.0,1
17-3026.00,17-3027.01,Automotive Engineering Technicians,Primary-Long,9.0,1
17-3026.00,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Primary-Long,10.0,1
17-3026.00,17-2141.00,Mechanical Engineers,Supplemental,11.0,1
17-3026.00,17-2199.05,Mechatronics Engineers,Supplemental,12.0,1
17-3026.00,17-2041.00,Chemical Engineers,Supplemental,13.0,1
17-3026.00,17-2112.02,Validation Engineers,Supplemental,14.0,1
17-3026.00,11-3051.00,Industrial Production Managers,Supplemental,15.0,0
17-3026.00,17-2131.00,Materials Engineers,Supplemental,16.0,1
17-3026.00,17-2072.00,"Electronics Engineers, Except Computer",Supplemental,17.0,1
17-3026.00,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Supplemental,18.0,0
17-3026.00,17-2071.00,Electrical Engineers,Supplemental,19.0,1
17-3026.00,51-2092.00,Team Assemblers,Supplemental,20.0,0
17-3026.01,17-2199.09,Nanosystems Engineers,Primary-Short,1.0,1
17-3026.01,17-3027.00,Mechanical Engineering Technologists and Technicians,Primary-Short,2.0,1
17-3026.01,17-3026.00,Industrial Engineering Technologists and Technicians,Primary-Short,3.0,1
17-3026.01,19-4031.00,Chemical Technicians,Primary-Short,4.0,1
17-3026.01,17-3024.01,Robotics Technicians,Primary-Short,5.0,1
17-3026.01,19-2031.00,Chemists,Primary-Long,6.0,1
17-3026.01,17-3028.00,Calibration Technologists and Technicians,Primary-Long,7.0,1
17-3026.01,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Primary-Long,8.0,1
17-3026.01,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Primary-Long,9.0,1
17-3026.01,17-2041.00,Chemical Engineers,Primary-Long,10.0,1
17-3026.01,17-2031.00,Bioengineers and Biomedical Engineers,Supplemental,11.0,1
17-3026.01,19-2032.00,Materials Scientists,Supplemental,12.0,1
17-3026.01,17-3029.08,Photonics Technicians,Supplemental,13.0,1
17-3026.01,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Supplemental,14.0,1
17-3026.01,17-2199.05,Mechatronics Engineers,Supplemental,15.0,1
17-3026.01,17-2199.08,Robotics Engineers,Supplemental,16.0,1
17-3026.01,49-9062.00,Medical Equipment Repairers,Supplemental,17.0,0
17-3026.01,17-2199.06,Microsystems Engineers,Supplemental,18.0,1
17-3026.01,17-2112.00,Industrial Engineers,Supplemental,19.0,1
17-3026.01,29-2011.00,Medical and Clinical Laboratory Technologists,Supplemental,20.0,1
17-3027.00,17-3028.00,Calibration Technologists and Technicians,Primary-Short,1.0,1
17-3027.00,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Primary-Short,2.0,1
17-3027.00,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Primary-Short,3.0,1
17-3027.00,17-3024.01,Robotics Technicians,Primary-Short,4.0,1
17-3027.00,17-3026.00,Industrial Engineering Technologists and Technicians,Primary-Short,5.0,1
17-3027.00,17-3013.00,Mechanical Drafters,Primary-Long,6.0,1
17-3027.00,17-3027.01,Automotive Engineering Technicians,Primary-Long,7.0,1
17-3027.00,17-3029.08,Photonics Technicians,Primary-Long,8.0,1
17-3027.00,17-3022.00,Civil Engineering Technologists and Technicians,Primary-Long,9.0,1
17-3027.00,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Primary-Long,10.0,1
17-3027.00,17-2141.00,Mechanical Engineers,Supplemental,11.0,1
17-3027.00,17-2199.05,Mechatronics Engineers,Supplemental,12.0,1
17-3027.00,17-2112.00,Industrial Engineers,Supplemental,13.0,1
17-3027.00,17-2072.00,"Electronics Engineers, Except Computer",Supplemental,14.0,1
17-3027.00,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Supplemental,15.0,0
17-3027.00,17-2112.03,Manufacturing Engineers,Supplemental,16.0,1
17-3027.00,17-3012.00,Electrical and Electronics Drafters,Supplemental,17.0,1
17-3027.00,17-2071.00,Electrical Engineers,Supplemental,18.0,1
17-3027.00,17-2011.00,Aerospace Engineers,Supplemental,19.0,1
17-3027.00,15-1252.00,Software Developers,Supplemental,20.0,1
17-3027.01,17-3028.00,Calibration Technologists and Technicians,Primary-Short,1.0,1
17-3027.01,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Primary-Short,2.0,1
17-3027.01,17-3027.00,Mechanical Engineering Technologists and Technicians,Primary-Short,3.0,1
17-3027.01,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Primary-Short,4.0,1
