onet_soc_code,occupation_title,dwa_id,dwa_title,display_rank
17-2011.00,Aerospace Engineers,4.A.1.a.1.v.1,"Investigate system, equipment, or product failures.",8
17-2011.00,Aerospace Engineers,4.A.1.a.2.b.16,Monitor operational procedures in technical environments to ensure conformance to standards.,17
17-2011.00,Aerospace Engineers,4.A.1.b.2.g.11,Inspect equipment or systems.,7
17-2011.00,Aerospace Engineers,4.A.1.b.2.l.2,"Test performance of electrical, electronic, mechanical, or integrated systems or equipment.",5
17-2011.00,Aerospace Engineers,4.A.2.a.3.b.4,Evaluate plans or specifications to determine technological or environmental implications.,16
17-2011.00,Aerospace Engineers,4.A.2.a.4.e.3,Evaluate designs or specifications to ensure quality.,2
17-2011.00,Aerospace Engineers,4.A.2.a.4.e.6,Analyze design or requirements information for mechanical equipment or systems.,11
17-2011.00,Aerospace Engineers,4.A.2.a.4.i.2,Analyze environmental regulations to ensure organizational compliance.,15
17-2011.00,Aerospace Engineers,4.A.2.b.1.c.4,Approve expenditures.,13
17-2011.00,Aerospace Engineers,4.A.3.b.2.a.1,Determine design criteria or specifications.,4
17-2011.00,Aerospace Engineers,4.A.3.b.2.d.1,Create models of engineering designs or methods.,6
17-2011.00,Aerospace Engineers,4.A.3.b.2.e.1,Design electromechanical equipment or systems.,1
17-2011.00,Aerospace Engineers,4.A.3.b.6.h.21,Maintain operational records or records systems.,10
17-2011.00,Aerospace Engineers,4.A.3.b.6.i.1,Prepare procedural documents.,9
17-2011.00,Aerospace Engineers,4.A.4.b.4.e.10,Direct design or development activities.,3
17-2011.00,Aerospace Engineers,4.A.4.b.4.g.1,Direct quality control activities.,12
17-2021.00,Agricultural Engineers,4.A.1.a.1.j.3,Investigate the environmental impact of projects.,5
17-2021.00,Agricultural Engineers,4.A.1.b.2.l.2,"Test performance of electrical, electronic, mechanical, or integrated systems or equipment.",8
17-2021.00,Agricultural Engineers,4.A.2.b.2.o.18,Create graphical representations of mechanical equipment.,1
17-2021.00,Agricultural Engineers,4.A.2.b.2.q.5,Develop operational methods or processes that use green materials or emphasize sustainability.,17
17-2021.00,Agricultural Engineers,4.A.2.b.6.b.7,Prepare detailed work plans.,11
17-2021.00,Agricultural Engineers,4.A.3.b.2.b.4,Design structures or facilities.,12
17-2021.00,Agricultural Engineers,4.A.3.b.2.c.1,Design industrial processing systems.,9
17-2021.00,Agricultural Engineers,4.A.3.b.2.e.3,Design electronic or computer equipment or instrumentation.,14
17-2021.00,Agricultural Engineers,4.A.3.b.6.g.3,Prepare proposal documents.,3
17-2021.00,Agricultural Engineers,4.A.3.b.6.i.2,Document technical design details.,2
17-2021.00,Agricultural Engineers,4.A.4.a.2.j.6,Discuss designs or plans with clients.,6
17-2021.00,Agricultural Engineers,4.A.4.b.1.a.2,Confer with other personnel to resolve design or operational problems.,4
17-2021.00,Agricultural Engineers,4.A.4.b.1.c.2,"Communicate technical information to suppliers, contractors, or regulatory agencies.",7
17-2021.00,Agricultural Engineers,4.A.4.b.3.d.2,Train personnel on proper operational procedures.,15
17-2021.00,Agricultural Engineers,4.A.4.b.4.i.3,Direct construction activities.,13
17-2021.00,Agricultural Engineers,4.A.4.b.4.j.2,Direct environmental development activities.,18
17-2021.00,Agricultural Engineers,4.A.4.b.4.j.24,Direct industrial production activities.,16
17-2021.00,Agricultural Engineers,4.A.4.b.6.c.2,Advise others regarding green practices or environmental concerns.,10
17-2031.00,Bioengineers and Biomedical Engineers,4.A.1.a.1.t.1,Research engineering aspects of biological or chemical processes.,5
17-2031.00,Bioengineers and Biomedical Engineers,4.A.1.b.3.b.4,Estimate operational costs.,16
17-2031.00,Bioengineers and Biomedical Engineers,4.A.2.a.1.g.7,Evaluate characteristics of equipment or systems.,1
17-2031.00,Bioengineers and Biomedical Engineers,4.A.2.a.4.g.3,"Analyze operational data to evaluate operations, processes or products.",15
17-2031.00,Bioengineers and Biomedical Engineers,4.A.2.b.1.h.10,Estimate time requirements for development or production projects.,17
17-2031.00,Bioengineers and Biomedical Engineers,4.A.2.b.2.b.1,Develop software or computer applications.,6
17-2031.00,Bioengineers and Biomedical Engineers,4.A.2.b.2.k.4,Design medical devices or appliances.,4
17-2031.00,Bioengineers and Biomedical Engineers,4.A.2.b.2.q.5,Develop operational methods or processes that use green materials or emphasize sustainability.,22
17-2031.00,Bioengineers and Biomedical Engineers,4.A.2.b.2.s.1,Devise research or testing protocols.,23
17-2031.00,Bioengineers and Biomedical Engineers,4.A.2.b.3.a.20,Update technical knowledge.,10
17-2031.00,Bioengineers and Biomedical Engineers,4.A.2.b.6.b.7,Prepare detailed work plans.,18
17-2031.00,Bioengineers and Biomedical Engineers,4.A.3.b.2.d.1,Create models of engineering designs or methods.,7
17-2031.00,Bioengineers and Biomedical Engineers,4.A.3.b.2.f.14,Develop technical methods or processes.,13
17-2031.00,Bioengineers and Biomedical Engineers,4.A.3.b.6.c.9,Prepare technical reports for internal use.,3
17-2031.00,Bioengineers and Biomedical Engineers,4.A.3.b.6.h.21,Maintain operational records or records systems.,8
17-2031.00,Bioengineers and Biomedical Engineers,4.A.3.b.6.i.1,Prepare procedural documents.,11
17-2031.00,Bioengineers and Biomedical Engineers,4.A.3.b.6.m.6,"Prepare contracts, disclosures, or applications.",2
17-2031.00,Bioengineers and Biomedical Engineers,4.A.4.a.2.h.3,Confer with technical personnel to prepare designs or operational plans.,14
17-2031.00,Bioengineers and Biomedical Engineers,4.A.4.b.1.c.2,"Communicate technical information to suppliers, contractors, or regulatory agencies.",12
17-2031.00,Bioengineers and Biomedical Engineers,4.A.4.b.3.d.2,Train personnel on proper operational procedures.,20
17-2031.00,Bioengineers and Biomedical Engineers,4.A.4.b.4.a.2,Supervise engineering or other technical personnel.,9
17-2031.00,Bioengineers and Biomedical Engineers,4.A.4.b.6.b.3,Advise customers on the use of products or services.,21
17-2031.00,Bioengineers and Biomedical Engineers,4.A.4.b.6.e.9,"Recommend technical design or process changes to improve efficiency, quality, or performance.",19
17-2041.00,Chemical Engineers,4.A.1.a.1.i.2,Research industrial processes or operations.,13
17-2041.00,Chemical Engineers,4.A.1.a.1.t.1,Research engineering aspects of biological or chemical processes.,3
17-2041.00,Chemical Engineers,4.A.1.a.2.b.15,Monitor the productivity or efficiency of industrial operations.,9
17-2041.00,Chemical Engineers,4.A.1.b.2.g.9,Conduct validation tests of equipment or processes.,8
17-2041.00,Chemical Engineers,4.A.1.b.3.b.4,Estimate operational costs.,6
17-2041.00,Chemical Engineers,4.A.2.a.1.g.7,Evaluate characteristics of equipment or systems.,4
17-2041.00,Chemical Engineers,4.A.2.b.1.b.1,Determine causes of operational problems or failures.,2
17-2041.00,Chemical Engineers,4.A.2.b.1.d.3,Determine operational methods.,10
17-2041.00,Chemical Engineers,4.A.2.b.2.b.3,Design computer modeling or simulation programs.,14
17-2041.00,Chemical Engineers,4.A.2.b.2.e.2,"Develop safety standards, policies, or procedures.",1
17-2041.00,Chemical Engineers,4.A.3.b.2.c.1,Design industrial processing systems.,5
17-2041.00,Chemical Engineers,4.A.3.b.2.c.6,Design control systems for mechanical or other equipment.,12
17-2041.00,Chemical Engineers,4.A.3.b.2.f.14,Develop technical methods or processes.,11
17-2041.00,Chemical Engineers,4.A.3.b.6.o.4,Prepare operational reports.,7
17-2041.00,Chemical Engineers,4.A.4.b.4.j.24,Direct industrial production activities.,15
17-2051.00,Civil Engineers,4.A.1.a.1.j.3,Investigate the environmental impact of projects.,11
17-2051.00,Civil Engineers,4.A.1.b.2.c.4,Test characteristics of materials or structures.,2
17-2051.00,Civil Engineers,4.A.1.b.2.e.12,Inspect facilities or sites to determine if they meet specifications or standards.,4
17-2051.00,Civil Engineers,4.A.1.b.3.b.4,Estimate operational costs.,12
17-2051.00,Civil Engineers,4.A.1.b.3.d.4,Survey land or bodies of water to measure or determine features.,9
17-2051.00,Civil Engineers,4.A.2.a.4.e.1,Evaluate technical data to determine effect on designs or plans.,8
17-2051.00,Civil Engineers,4.A.2.b.1.h.1,Estimate technical or resource requirements for development or production projects.,5
17-2051.00,Civil Engineers,4.A.2.b.1.i.6,Implement design or process improvements.,16
17-2051.00,Civil Engineers,4.A.2.b.2.m.7,Design systems to reduce harmful emissions.,17
17-2051.00,Civil Engineers,4.A.2.b.2.o.3,Create graphical representations of civil structures.,6
17-2051.00,Civil Engineers,4.A.3.b.2.b.2,Incorporate green features into the design of structures or facilities.,15
17-2051.00,Civil Engineers,4.A.3.b.2.f.14,Develop technical methods or processes.,10
17-2051.00,Civil Engineers,4.A.3.b.6.g.3,Prepare proposal documents.,14
17-2051.00,Civil Engineers,4.A.4.a.3.b.6,Explain project details to the general public.,13
17-2051.00,Civil Engineers,4.A.4.b.1.g.2,Coordinate safety or regulatory compliance activities.,1
17-2051.00,Civil Engineers,4.A.4.b.4.i.3,Direct construction activities.,3
17-2051.00,Civil Engineers,4.A.4.b.6.e.9,"Recommend technical design or process changes to improve efficiency, quality, or performance.",7
17-2051.01,Transportation Engineers,4.A.1.a.1.j.3,Investigate the environmental impact of projects.,17
17-2051.01,Transportation Engineers,4.A.1.b.2.c.4,Test characteristics of materials or structures.,19
17-2051.01,Transportation Engineers,4.A.1.b.2.e.12,Inspect facilities or sites to determine if they meet specifications or standards.,12
17-2051.01,Transportation Engineers,4.A.1.b.3.b.4,Estimate operational costs.,9
17-2051.01,Transportation Engineers,4.A.2.a.1.g.7,Evaluate characteristics of equipment or systems.,11
17-2051.01,Transportation Engineers,4.A.2.a.3.b.4,Evaluate plans or specifications to determine technological or environmental implications.,23
17-2051.01,Transportation Engineers,4.A.2.a.4.e.1,Evaluate technical data to determine effect on designs or plans.,16
17-2051.01,Transportation Engineers,4.A.2.a.4.e.3,Evaluate designs or specifications to ensure quality.,2
17-2051.01,Transportation Engineers,4.A.2.b.2.b.1,Develop software or computer applications.,26
17-2051.01,Transportation Engineers,4.A.2.b.2.m.4,Design environmental control systems.,10
17-2051.01,Transportation Engineers,4.A.2.b.2.o.3,Create graphical representations of civil structures.,7
17-2051.01,Transportation Engineers,4.A.2.b.5.b.7,Schedule operational activities.,15
17-2051.01,Transportation Engineers,4.A.2.b.6.b.7,Prepare detailed work plans.,4
17-2051.01,Transportation Engineers,4.A.3.b.2.a.6,Determine operational criteria or specifications.,13
17-2051.01,Transportation Engineers,4.A.3.b.2.b.2,Incorporate green features into the design of structures or facilities.,25
17-2051.01,Transportation Engineers,4.A.3.b.2.b.3,Design civil structures or systems.,1
17-2051.01,Transportation Engineers,4.A.3.b.2.d.1,Create models of engineering designs or methods.,20
17-2051.01,Transportation Engineers,4.A.3.b.6.c.8,Prepare technical or operational reports.,3
17-2051.01,Transportation Engineers,4.A.4.a.2.h.3,Confer with technical personnel to prepare designs or operational plans.,5
17-2051.01,Transportation Engineers,4.A.4.a.3.b.6,Explain project details to the general public.,6
17-2051.01,Transportation Engineers,4.A.4.a.7.b.10,Negotiate contracts with clients or service providers.,22
17-2051.01,Transportation Engineers,4.A.4.a.7.b.4,"Negotiate contracts for transportation, distribution, or logistics services.",21
17-2051.01,Transportation Engineers,4.A.4.b.4.e.1,Direct surveying activities.,24
17-2051.01,Transportation Engineers,4.A.4.b.4.h.10,Prepare project budgets.,14
17-2051.01,Transportation Engineers,4.A.4.b.4.j.4,Direct equipment maintenance or repair activities.,18
17-2051.01,Transportation Engineers,4.A.4.b.6.i.3,Advise others on health and safety issues.,8
17-2051.02,Water/Wastewater Engineers,4.A.1.a.1.j.3,Investigate the environmental impact of projects.,9
17-2051.02,Water/Wastewater Engineers,4.A.1.a.1.t.5,Research advanced engineering designs or applications.,14
17-2051.02,Water/Wastewater Engineers,4.A.1.b.1.b.6,Identify opportunities to improve operational efficiency.,7
17-2051.02,Water/Wastewater Engineers,4.A.2.a.1.g.7,Evaluate characteristics of equipment or systems.,6
17-2051.02,Water/Wastewater Engineers,4.A.2.a.4.a.7,"Analyze physical, survey, or geographic data.",15
17-2051.02,Water/Wastewater Engineers,4.A.2.a.4.e.3,Evaluate designs or specifications to ensure quality.,4
17-2051.02,Water/Wastewater Engineers,4.A.2.a.4.e.8,Analyze costs and benefits of proposed designs or projects.,12
17-2051.02,Water/Wastewater Engineers,4.A.2.a.4.g.3,"Analyze operational data to evaluate operations, processes or products.",17
17-2051.02,Water/Wastewater Engineers,4.A.2.b.1.j.1,"Select tools, equipment, or technologies for use in operations or projects.",10
17-2051.02,Water/Wastewater Engineers,4.A.2.b.6.b.7,Prepare detailed work plans.,19
17-2051.02,Water/Wastewater Engineers,4.A.3.b.2.b.3,Design civil structures or systems.,5
17-2051.02,Water/Wastewater Engineers,4.A.3.b.2.b.4,Design structures or facilities.,21
17-2051.02,Water/Wastewater Engineers,4.A.3.b.2.c.1,Design industrial processing systems.,8
17-2051.02,Water/Wastewater Engineers,4.A.3.b.2.d.1,Create models of engineering designs or methods.,18
17-2051.02,Water/Wastewater Engineers,4.A.3.b.2.f.14,Develop technical methods or processes.,11
17-2051.02,Water/Wastewater Engineers,4.A.3.b.6.c.8,Prepare technical or operational reports.,20
17-2051.02,Water/Wastewater Engineers,4.A.4.b.4.a.2,Supervise engineering or other technical personnel.,3
17-2051.02,Water/Wastewater Engineers,4.A.4.b.4.j.2,Direct environmental development activities.,16
17-2051.02,Water/Wastewater Engineers,4.A.4.b.6.c.2,Advise others regarding green practices or environmental concerns.,13
17-2051.02,Water/Wastewater Engineers,4.A.4.b.6.d.1,Provide technical guidance to other personnel.,2
17-2051.02,Water/Wastewater Engineers,4.A.4.b.6.e.9,"Recommend technical design or process changes to improve efficiency, quality, or performance.",1
17-2061.00,Computer Hardware Engineers,4.A.1.a.2.k.6,Monitor processes for compliance with standards.,15
17-2061.00,Computer Hardware Engineers,4.A.1.b.2.g.9,Conduct validation tests of equipment or processes.,7
17-2061.00,Computer Hardware Engineers,4.A.1.b.2.l.2,"Test performance of electrical, electronic, mechanical, or integrated systems or equipment.",5
17-2061.00,Computer Hardware Engineers,4.A.2.a.4.e.2,Analyze design requirements for computer or electronics systems.,10
17-2061.00,Computer Hardware Engineers,4.A.2.b.1.j.2,Select project materials.,11
17-2061.00,Computer Hardware Engineers,4.A.2.b.3.a.20,Update technical knowledge.,1
17-2061.00,Computer Hardware Engineers,4.A.3.a.2.d.2,Assemble equipment or components.,17
17-2061.00,Computer Hardware Engineers,4.A.3.b.2.a.6,Determine operational criteria or specifications.,16
17-2061.00,Computer Hardware Engineers,4.A.3.b.2.d.3,Create physical models or prototypes.,4
17-2061.00,Computer Hardware Engineers,4.A.3.b.2.e.3,Design electronic or computer equipment or instrumentation.,2
17-2061.00,Computer Hardware Engineers,4.A.3.b.6.i.1,Prepare procedural documents.,6
17-2061.00,Computer Hardware Engineers,4.A.4.a.2.h.3,Confer with technical personnel to prepare designs or operational plans.,3
17-2061.00,Computer Hardware Engineers,4.A.4.b.3.d.2,Train personnel on proper operational procedures.,14
17-2061.00,Computer Hardware Engineers,4.A.4.b.4.a.2,Supervise engineering or other technical personnel.,8
17-2061.00,Computer Hardware Engineers,4.A.4.b.6.b.3,Advise customers on the use of products or services.,12
17-2061.00,Computer Hardware Engineers,4.A.4.b.6.d.1,Provide technical guidance to other personnel.,13
17-2061.00,Computer Hardware Engineers,4.A.4.b.6.e.9,"Recommend technical design or process changes to improve efficiency, quality, or performance.",9
17-2071.00,Electrical Engineers,4.A.1.a.1.f.4,Collect data about project sites.,14
17-2071.00,Electrical Engineers,4.A.1.a.1.v.1,"Investigate system, equipment, or product failures.",17
17-2071.00,Electrical Engineers,4.A.1.a.2.b.15,Monitor the productivity or efficiency of industrial operations.,15
17-2071.00,Electrical Engineers,4.A.1.a.2.b.9,Inspect operational processes.,13
17-2071.00,Electrical Engineers,4.A.1.b.2.c.2,Test products for functionality or quality.,12
17-2071.00,Electrical Engineers,4.A.1.b.3.b.4,Estimate operational costs.,23
17-2071.00,Electrical Engineers,4.A.1.b.3.d.4,Survey land or bodies of water to measure or determine features.,29
17-2071.00,Electrical Engineers,4.A.2.b.1.h.1,Estimate technical or resource requirements for development or production projects.,8
17-2071.00,Electrical Engineers,4.A.2.b.2.b.1,Develop software or computer applications.,22
17-2071.00,Electrical Engineers,4.A.2.b.2.b.6,Develop software or applications for scientific or technical use.,21
17-2071.00,Electrical Engineers,4.A.2.b.2.m.6,Design alternative energy systems.,18
17-2071.00,Electrical Engineers,4.A.2.b.2.m.8,Design energy-efficient equipment or systems.,28
17-2071.00,Electrical Engineers,4.A.2.b.2.o.5,Create electrical schematics.,16
17-2071.00,Electrical Engineers,4.A.2.b.2.s.1,Devise research or testing protocols.,25
17-2071.00,Electrical Engineers,4.A.3.b.1.e.2,Operate computer systems.,9
17-2071.00,Electrical Engineers,4.A.3.b.2.b.4,Design structures or facilities.,2
17-2071.00,Electrical Engineers,4.A.3.b.2.c.6,Design control systems for mechanical or other equipment.,20
17-2071.00,Electrical Engineers,4.A.3.b.2.e.2,Design electrical equipment or systems.,1
17-2071.00,Electrical Engineers,4.A.3.b.5.c.4,Maintain electronic equipment.,3
17-2071.00,Electrical Engineers,4.A.3.b.6.o.4,Prepare operational reports.,19
17-2071.00,Electrical Engineers,4.A.4.a.2.h.3,Confer with technical personnel to prepare designs or operational plans.,10
17-2071.00,Electrical Engineers,4.A.4.a.2.j.6,Discuss designs or plans with clients.,11
17-2071.00,Electrical Engineers,4.A.4.b.3.d.2,Train personnel on proper operational procedures.,27
17-2071.00,Electrical Engineers,4.A.4.b.4.a.2,Supervise engineering or other technical personnel.,26
17-2071.00,Electrical Engineers,4.A.4.b.4.h.10,Prepare project budgets.,24
17-2071.00,Electrical Engineers,4.A.4.b.4.i.3,Direct construction activities.,5
17-2071.00,Electrical Engineers,4.A.4.b.4.i.4,Direct installation activities.,7
17-2071.00,Electrical Engineers,4.A.4.b.4.j.24,Direct industrial production activities.,4
17-2071.00,Electrical Engineers,4.A.4.b.4.j.4,Direct equipment maintenance or repair activities.,6
17-2072.00,"Electronics Engineers, Except Computer",4.A.1.a.1.t.3,Research design or application of green technologies.,22
17-2072.00,"Electronics Engineers, Except Computer",4.A.1.b.2.c.2,Test products for functionality or quality.,13
17-2072.00,"Electronics Engineers, Except Computer",4.A.1.b.2.f.8,Inspect finished products to locate flaws.,17
17-2072.00,"Electronics Engineers, Except Computer",4.A.1.b.3.b.4,Estimate operational costs.,20
17-2072.00,"Electronics Engineers, Except Computer",4.A.2.a.1.g.7,Evaluate characteristics of equipment or systems.,3
17-2072.00,"Electronics Engineers, Except Computer",4.A.2.a.4.e.2,Analyze design requirements for computer or electronics systems.,14
17-2072.00,"Electronics Engineers, Except Computer",4.A.2.b.1.h.1,Estimate technical or resource requirements for development or production projects.,18
17-2072.00,"Electronics Engineers, Except Computer",4.A.2.b.2.o.8,Create schematic drawings for electronics.,19
17-2072.00,"Electronics Engineers, Except Computer",4.A.2.b.5.b.7,Schedule operational activities.,16
17-2072.00,"Electronics Engineers, Except Computer",4.A.3.b.1.e.2,Operate computer systems.,2
17-2072.00,"Electronics Engineers, Except Computer",4.A.3.b.2.a.6,Determine operational criteria or specifications.,12
17-2072.00,"Electronics Engineers, Except Computer",4.A.3.b.2.e.3,Design electronic or computer equipment or instrumentation.,1
17-2072.00,"Electronics Engineers, Except Computer",4.A.3.b.6.i.2,Document technical design details.,11
17-2072.00,"Electronics Engineers, Except Computer",4.A.3.b.6.o.4,Prepare operational reports.,15
17-2072.00,"Electronics Engineers, Except Computer",4.A.4.a.2.h.3,Confer with technical personnel to prepare designs or operational plans.,6
17-2072.00,"Electronics Engineers, Except Computer",4.A.4.a.2.j.6,Discuss designs or plans with clients.,7
17-2072.00,"Electronics Engineers, Except Computer",4.A.4.a.3.b.6,Explain project details to the general public.,23
17-2072.00,"Electronics Engineers, Except Computer",4.A.4.b.1.c.2,"Communicate technical information to suppliers, contractors, or regulatory agencies.",5
17-2072.00,"Electronics Engineers, Except Computer",4.A.4.b.4.h.10,Prepare project budgets.,21
17-2072.00,"Electronics Engineers, Except Computer",4.A.4.b.4.j.24,Direct industrial production activities.,4
17-2072.00,"Electronics Engineers, Except Computer",4.A.4.b.6.b.3,Advise customers on the use of products or services.,8
17-2072.00,"Electronics Engineers, Except Computer",4.A.4.b.6.d.1,Provide technical guidance to other personnel.,9
17-2072.00,"Electronics Engineers, Except Computer",4.A.4.b.6.e.9,"Recommend technical design or process changes to improve efficiency, quality, or performance.",10
17-2072.01,Radio Frequency Identification Device Specialists,4.A.1.a.1.f.4,Collect data about project sites.,8
17-2072.01,Radio Frequency Identification Device Specialists,4.A.1.b.2.g.11,Inspect equipment or systems.,14
17-2072.01,Radio Frequency Identification Device Specialists,4.A.1.b.2.g.9,Conduct validation tests of equipment or processes.,9
17-2072.01,Radio Frequency Identification Device Specialists,4.A.1.b.2.l.2,"Test performance of electrical, electronic, mechanical, or integrated systems or equipment.",4
17-2072.01,Radio Frequency Identification Device Specialists,4.A.2.a.1.g.5,Assess product or process usefulness.,11
17-2072.01,Radio Frequency Identification Device Specialists,4.A.2.a.4.e.2,Analyze design requirements for computer or electronics systems.,5
17-2072.01,Radio Frequency Identification Device Specialists,4.A.2.a.4.g.3,"Analyze operational data to evaluate operations, processes or products.",20
17-2072.01,Radio Frequency Identification Device Specialists,4.A.2.b.1.d.3,Determine operational methods.,10
17-2072.01,Radio Frequency Identification Device Specialists,4.A.2.b.1.h.1,Estimate technical or resource requirements for development or production projects.,2
17-2072.01,Radio Frequency Identification Device Specialists,4.A.2.b.1.j.2,Select project materials.,6
17-2072.01,Radio Frequency Identification Device Specialists,4.A.2.b.2.b.1,Develop software or computer applications.,3
17-2072.01,Radio Frequency Identification Device Specialists,4.A.2.b.2.o.8,Create schematic drawings for electronics.,19
17-2072.01,Radio Frequency Identification Device Specialists,4.A.2.b.3.a.20,Update technical knowledge.,17
17-2072.01,Radio Frequency Identification Device Specialists,4.A.3.a.2.t.5,Install instrumentation or electronic equipment or systems.,12
17-2072.01,Radio Frequency Identification Device Specialists,4.A.3.b.2.e.3,Design electronic or computer equipment or instrumentation.,1
17-2072.01,Radio Frequency Identification Device Specialists,4.A.3.b.2.f.14,Develop technical methods or processes.,15
17-2072.01,Radio Frequency Identification Device Specialists,4.A.3.b.5.c.4,Maintain electronic equipment.,13
17-2072.01,Radio Frequency Identification Device Specialists,4.A.3.b.6.i.2,Document technical design details.,18
17-2072.01,Radio Frequency Identification Device Specialists,4.A.4.b.3.d.2,Train personnel on proper operational procedures.,16
17-2072.01,Radio Frequency Identification Device Specialists,4.A.4.b.6.b.3,Advise customers on the use of products or services.,7
17-2081.00,Environmental Engineers,4.A.1.a.1.j.3,Investigate the environmental impact of projects.,3
17-2081.00,Environmental Engineers,4.A.1.a.2.i.4,Monitor activities affecting environmental quality.,7
17-2081.00,Environmental Engineers,4.A.1.b.2.c.4,Test characteristics of materials or structures.,23
17-2081.00,Environmental Engineers,4.A.1.b.2.e.12,Inspect facilities or sites to determine if they meet specifications or standards.,15
17-2081.00,Environmental Engineers,4.A.2.b.2.m.4,Design environmental control systems.,1
17-2081.00,Environmental Engineers,4.A.2.b.3.a.9,Attend conferences or workshops to maintain professional knowledge.,24
17-2081.00,Environmental Engineers,4.A.2.b.6.b.7,Prepare detailed work plans.,21
17-2081.00,Environmental Engineers,4.A.3.a.2.ap.4,Package materials for transport.,22
17-2081.00,Environmental Engineers,4.A.3.b.2.a.6,Determine operational criteria or specifications.,5
17-2081.00,Environmental Engineers,4.A.3.b.2.f.14,Develop technical methods or processes.,10
17-2081.00,Environmental Engineers,4.A.3.b.6.c.6,Write reports or evaluations.,27
17-2081.00,Environmental Engineers,4.A.3.b.6.c.7,Prepare research or technical reports on environmental issues.,26
17-2081.00,Environmental Engineers,4.A.3.b.6.c.8,Prepare technical or operational reports.,9
17-2081.00,Environmental Engineers,4.A.3.b.6.h.21,Maintain operational records or records systems.,8
17-2081.00,Environmental Engineers,4.A.3.b.6.i.1,Prepare procedural documents.,11
17-2081.00,Environmental Engineers,4.A.3.b.6.o.4,Prepare operational reports.,6
17-2081.00,Environmental Engineers,4.A.4.a.2.b.3,Assist engineers or scientists with research.,19
17-2081.00,Environmental Engineers,4.A.4.a.2.c.20,Exchange information with colleagues.,25
17-2081.00,Environmental Engineers,4.A.4.a.2.h.3,Confer with technical personnel to prepare designs or operational plans.,17
17-2081.00,Environmental Engineers,4.A.4.a.3.b.6,Explain project details to the general public.,13
17-2081.00,Environmental Engineers,4.A.4.b.1.a.2,Confer with other personnel to resolve design or operational problems.,2
17-2081.00,Environmental Engineers,4.A.4.b.3.c.2,Teach safety standards or environmental compliance methods.,20
17-2081.00,Environmental Engineers,4.A.4.b.3.d.2,Train personnel on proper operational procedures.,18
17-2081.00,Environmental Engineers,4.A.4.b.4.h.10,Prepare project budgets.,14
17-2081.00,Environmental Engineers,4.A.4.b.4.j.2,Direct environmental development activities.,12
17-2081.00,Environmental Engineers,4.A.4.b.6.c.2,Advise others regarding green practices or environmental concerns.,4
17-2081.00,Environmental Engineers,4.A.4.c.3.e.3,"Purchase materials, equipment, or other resources.",16
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.1.a.1.j.3,Investigate the environmental impact of projects.,16
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.1.a.1.t.7,Research human performance or health factors related to engineering or design activities.,15
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.1.a.1.t.9,Research product safety.,2
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.1.a.1.v.3,Investigate safety of work environment.,1
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.1.a.2.g.13,Monitor work environment to ensure safety or adherence to specifications.,25
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.1.b.2.e.12,Inspect facilities or sites to determine if they meet specifications or standards.,20
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.1.b.2.g.14,Inspect equipment to ensure safety or proper functioning.,22
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.1.b.2.g.2,Inspect safety equipment to ensure proper functioning.,23
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.1.b.2.k.2,Test facilities for environmental hazards.,11
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.2.a.4.e.3,Evaluate designs or specifications to ensure quality.,9
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.2.b.2.e.2,"Develop safety standards, policies, or procedures.",14
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.2.b.3.a.20,Update technical knowledge.,5
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.3.a.2.a.10,Install safety or support equipment.,24
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.3.a.2.aa.1,Fabricate devices or components.,18
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.3.b.2.c.3,Design industrial equipment.,17
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.3.b.6.h.21,Maintain operational records or records systems.,7
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.3.b.6.i.1,Prepare procedural documents.,10
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.3.b.6.i.7,Document design or operational test results.,6
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4.A.4.a.1.a.4,"Explain engineering drawings, specifications, or other technical information.",8
