onet_soc_code,title,stem_occupation_types,field,job_zone,total_employment,employment_share,n_tasks,scenario,efficiency,removal_risk,risk_at_stake,reconstitution,training_depth,scarcity,isolation,octant,trap_score,erosion_risk,willingness_gap
29-1141.03,Critical Care Nurses,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,4,3379720.0,675944.0,29,modest,19.3,75.6,77.9,52.5,75.0,0.0,74.8,Protect,7.7,4.2,29.0
29-2031.00,Cardiovascular Technologists and Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,62960.0,62960.0,21,modest,19.1,73.0,64.3,54.2,50.0,47.6,74.5,Protect,7.6,0.0,15.3
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Managerial,Managerial,4,220260.0,110130.0,18,modest,24.3,53.8,45.0,57.3,75.0,32.7,50.0,Protect,7.5,0.0,33.8
19-1022.00,Microbiologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,18940.0,18940.0,14,modest,20.1,51.9,51.5,70.8,75.0,62.0,73.3,Protect,7.4,0.0,20.9
29-2034.00,Radiologic Technologists and Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,230490.0,230490.0,30,modest,21.1,67.9,67.6,49.7,50.0,32.1,75.2,Hold the line,7.1,0.0,18.6
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,11280.0,11280.0,11,modest,22.9,49.1,51.9,61.0,50.0,68.2,77.7,Quiet attrition,6.9,0.0,9.6
29-2032.00,Diagnostic Medical Sonographers,Technologists and Technicians,Healthcare Practitioners and Technical,3,90160.0,90160.0,19,modest,18.5,67.0,63.3,53.1,50.0,43.3,75.7,Protect,6.6,1.9,16.3
19-4051.00,Nuclear Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,6470.0,3235.0,18,modest,19.3,54.8,61.0,62.8,50.0,74.8,76.9,Protect,6.6,0.0,9.6
29-1124.00,Radiation Therapists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,3,17070.0,17070.0,22,modest,15.9,70.2,66.8,59.4,50.0,63.2,77.3,Protect,6.6,0.0,16.2
17-3024.01,Robotics Technicians,Technologists and Technicians,Architecture and Engineering,3,15520.0,7760.0,22,modest,22.7,46.9,47.9,59.8,50.0,64.4,77.3,Quiet attrition,6.4,0.0,8.4
29-2042.00,Emergency Medical Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,180510.0,180510.0,12,modest,16.7,75.0,77.2,50.4,50.0,35.0,74.5,Protect,6.3,0.0,23.5
29-2043.00,Paramedics,Technologists and Technicians,Healthcare Practitioners and Technical,3,100610.0,100610.0,13,modest,14.8,81.6,75.2,52.2,50.0,42.0,72.8,Protect,6.3,0.3,34.9
19-4031.00,Chemical Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,57540.0,57540.0,16,modest,22.4,49.3,50.7,54.9,50.0,48.7,76.6,Quiet attrition,6.1,0.0,20.6
17-3029.08,Photonics Technicians,Technologists and Technicians,Architecture and Engineering,3,59930.0,29965.0,24,modest,25.6,43.1,48.0,55.1,50.0,48.2,78.2,Quiet attrition,6.1,0.0,2.6
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,3,43390.0,43390.0,24,modest,16.7,64.1,65.5,56.6,50.0,52.1,79.9,Protect,6.1,0.0,16.4
17-3029.01,Non-Destructive Testing Specialists,Technologists and Technicians,Architecture and Engineering,,59930.0,29965.0,16,modest,22.4,47.7,49.7,54.8,50.0,48.2,76.6,Quiet attrition,5.9,0.0,-0.4
29-1292.00,Dental Hygienists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,3,222740.0,222740.0,16,modest,17.1,64.6,51.4,50.9,50.0,32.5,80.6,Protect,5.6,0.0,17.3
29-2053.00,Psychiatric Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,156960.0,156960.0,16,modest,16.6,65.5,57.6,51.4,50.0,36.7,77.0,Protect,5.6,0.0,26.3
29-2092.00,Hearing Aid Specialists,Technologists and Technicians,Healthcare Practitioners and Technical,3,11270.0,11270.0,11,modest,13.2,68.8,79.1,61.2,50.0,68.2,78.5,Protect,5.6,0.0,17.4
17-3031.00,Surveying and Mapping Technicians,Technologists and Technicians,Architecture and Engineering,3,58010.0,58010.0,30,modest,21.2,46.0,41.5,55.3,50.0,48.6,78.4,Quiet attrition,5.4,0.0,-1.3
19-4092.00,Forensic Science Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,19120.0,19120.0,24,modest,12.9,69.8,43.7,59.7,50.0,61.9,80.8,Protect,5.4,0.0,19.1
19-4021.00,Biological Technicians,Technologists and Technicians,"Life, Physical, and Social Science",4,69620.0,69620.0,18,modest,18.7,41.6,47.8,67.7,75.0,46.4,81.6,Quiet attrition,5.3,0.0,6.9
29-2061.00,Licensed Practical and Licensed Vocational Nurses,Technologists and Technicians,Healthcare Practitioners and Technical,3,648410.0,648410.0,22,modest,18.5,61.7,48.9,46.6,50.0,19.7,78.5,Hold the line,5.3,0.0,13.7
29-1071.01,Anesthesiologist Assistants,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,162150.0,81075.0,16,modest,8.6,75.4,67.4,76.0,100.0,36.3,75.5,Protect,4.9,0.0,19.9
19-4071.00,Forest and Conservation Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,30410.0,30410.0,20,modest,16.1,50.9,54.3,58.2,50.0,56.3,81.3,Protect,4.8,0.0,14.1
19-4012.00,Agricultural Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,15130.0,7565.0,26,modest,18.5,42.0,45.7,60.0,50.0,64.7,78.0,Quiet attrition,4.7,0.0,4.0
29-2012.00,Medical and Clinical Laboratory Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,332940.0,55490.0,14,modest,14.3,62.9,71.2,49.0,50.0,27.7,78.2,Hold the line,4.4,0.0,3.6
17-1021.00,Cartographers and Photogrammetrists,Technologists and Technicians,Architecture and Engineering,4,14260.0,14260.0,14,modest,13.6,44.4,49.8,71.3,75.0,65.4,70.9,Quiet attrition,4.3,0.0,-1.3
19-4013.00,Food Science Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,14600.0,14600.0,16,modest,14.5,47.0,53.1,58.9,50.0,65.1,72.0,Quiet attrition,4.0,0.0,-0.4
29-2056.00,Veterinary Technologists and Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,129140.0,129140.0,31,modest,10.8,66.0,55.9,52.2,50.0,39.0,77.5,Protect,3.7,0.0,10.5
29-2055.00,Surgical Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,3,117460.0,117460.0,18,modest,10.8,63.0,44.8,52.4,50.0,40.2,76.8,Protect,3.6,0.0,1.6
29-1022.00,Oral and Maxillofacial Surgeons,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,4910.0,4910.0,15,modest,4.1,89.7,81.8,88.4,100.0,78.1,75.0,Protect,3.3,0.0,29.4
29-2011.04,Histotechnologists,Technologists and Technicians,Healthcare Practitioners and Technical,4,332940.0,55490.0,16,modest,9.0,59.2,61.7,58.1,75.0,27.7,61.4,Protect,3.1,0.0,-6.1
29-2099.05,Ophthalmic Medical Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,3,182610.0,60870.0,31,modest,9.0,63.0,73.5,51.0,50.0,34.9,77.7,Protect,2.9,0.0,1.1
29-2057.00,Ophthalmic Medical Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,71010.0,71010.0,20,modest,4.2,62.6,64.6,54.5,50.0,46.2,78.3,Protect,1.4,0.0,-0.5
29-9093.00,Surgical Assistants,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,3,22270.0,22270.0,28,modest,1.9,75.5,63.8,58.9,50.0,60.1,79.1,Protect,0.8,0.0,10.3
29-2012.01,Histology Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,332940.0,55490.0,8,modest,0.0,54.5,0.0,45.1,50.0,27.7,59.1,Hold the line,0.0,0.0,-15.0
29-1024.00,Prosthodontists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,870.0,870.0,12,modest,0.0,71.8,0.0,93.4,100.0,98.8,68.6,Protect,0.0,0.0,14.6
29-9092.00,Genetic Counselors,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,3740.0,3740.0,19,substantial,64.7,74.1,71.7,88.7,100.0,81.4,71.5,Strategic trap,42.5,36.1,50.9
19-3011.01,Environmental Economists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,17790.0,8895.0,20,substantial,93.7,53.1,53.1,84.1,100.0,62.8,76.3,Strategic trap,41.8,26.4,48.8
19-2041.03,Industrial Ecologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,89250.0,22312.5,38,substantial,94.1,54.2,53.6,79.0,100.0,43.5,79.5,Strategic trap,40.3,23.9,48.4
19-3094.00,Political Scientists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,5540.0,5540.0,14,substantial,89.4,49.7,48.0,88.2,100.0,76.7,76.0,Guard the pipeline,39.2,29.6,50.3
19-3032.00,Industrial-Organizational Psychologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,790.0,790.0,25,substantial,77.5,52.7,49.7,95.6,100.0,100.0,78.1,Strategic trap,39.0,21.5,43.8
29-1223.00,Psychiatrists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,27980.0,27980.0,12,substantial,62.8,76.3,75.1,81.1,100.0,57.3,69.5,Strategic trap,38.9,32.5,47.1
19-2041.01,Climate Change Policy Analysts,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,89250.0,22312.5,14,substantial,91.8,52.9,51.5,78.2,100.0,43.5,75.6,Strategic trap,38.0,31.5,49.3
15-2021.00,Mathematicians,"Research, Development, Design, and Practitioners",Computer and Mathematical,5,2030.0,2030.0,12,substantial,95.2,43.5,43.5,90.7,100.0,88.7,70.2,Guard the pipeline,37.6,29.9,41.5
19-3051.00,Urban and Regional Planners,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,44230.0,44230.0,25,substantial,88.1,51.8,51.8,81.8,100.0,51.9,81.1,Strategic trap,37.3,24.4,43.0
29-1213.00,Dermatologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,11370.0,11370.0,18,substantial,55.2,80.1,75.7,83.7,100.0,68.1,66.4,Strategic trap,37.0,23.6,47.8
15-2041.00,Statisticians,"Research, Development, Design, and Practitioners",Computer and Mathematical,5,29030.0,14515.0,19,substantial,93.8,47.1,46.6,82.4,100.0,56.9,76.8,Guard the pipeline,36.4,28.3,38.9
19-1029.01,Bioinformatics Scientists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,55850.0,13962.5,20,substantial,87.1,52.2,51.1,79.6,100.0,49.1,74.1,Strategic trap,36.2,21.5,46.8
19-1041.00,Epidemiologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,12090.0,12090.0,16,substantial,68.8,61.0,56.9,86.3,100.0,67.4,80.4,Strategic trap,36.2,22.5,45.3
29-1229.02,Hospitalists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,342720.0,57120.0,14,substantial,64.8,76.9,74.4,72.4,100.0,27.4,71.0,Strategic trap,36.1,32.9,49.8
15-2041.01,Biostatisticians,"Research, Development, Design, and Practitioners",Computer and Mathematical,5,29030.0,14515.0,25,substantial,96.3,44.9,44.6,82.6,100.0,56.9,77.6,Guard the pipeline,35.7,29.5,38.5
19-1011.00,Animal Scientists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,3100.0,3100.0,9,substantial,86.8,46.5,45.5,88.2,100.0,83.6,65.8,Guard the pipeline,35.6,7.6,43.1
29-1217.00,Neurologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,10590.0,10590.0,24,substantial,52.5,80.0,79.4,83.5,100.0,69.0,64.2,Strategic trap,35.1,27.6,45.8
19-3041.00,Sociologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,2260.0,2260.0,15,substantial,75.2,50.5,48.6,91.4,100.0,87.4,76.1,Strategic trap,34.7,22.2,45.0
29-1229.01,Allergists and Immunologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,342720.0,57120.0,16,substantial,59.9,80.3,79.1,71.8,100.0,27.4,68.0,Strategic trap,34.5,31.6,51.0
15-1221.00,Computer and Information Research Scientists,"Research, Development, Design, and Practitioners",Computer and Mathematical,5,37200.0,37200.0,15,substantial,83.4,50.8,51.1,81.2,100.0,53.9,75.4,Strategic trap,34.4,21.5,41.2
19-3011.00,Economists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,17790.0,8895.0,14,substantial,76.9,53.1,47.9,84.1,100.0,62.8,76.4,Strategic trap,34.3,25.6,45.6
19-3099.01,Transportation Planners,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,37100.0,37100.0,22,substantial,84.3,57.5,54.5,70.0,75.0,54.0,81.5,Strategic trap,33.9,30.0,48.4
29-1031.00,Dietitians and Nutritionists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,77570.0,77570.0,28,substantial,65.5,64.7,62.1,80.1,100.0,45.1,82.7,Strategic trap,33.9,20.9,41.6
29-1215.00,Family Medicine Physicians,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,107510.0,107510.0,12,substantial,58.3,76.1,75.1,75.9,100.0,41.2,67.9,Strategic trap,33.7,28.8,44.9
29-1181.00,Audiologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,13660.0,13660.0,22,substantial,54.4,72.9,71.9,84.2,100.0,65.9,71.9,Strategic trap,33.4,17.9,40.0
15-2031.00,Operations Research Analysts,"Research, Development, Design, and Practitioners",Computer and Mathematical,5,108510.0,108510.0,17,substantial,94.1,45.5,45.9,77.7,100.0,41.1,76.6,Guard the pipeline,33.3,25.1,42.1
15-1211.01,Health Informatics Specialists,"Research, Development, Design, and Practitioners",Computer and Mathematical,5,519530.0,259765.0,17,substantial,100.0,46.7,46.7,71.1,100.0,22.4,71.8,Guard the pipeline,33.2,29.5,43.0
15-1212.00,Information Security Analysts,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,190650.0,190650.0,11,substantial,100.0,53.1,53.1,62.3,75.0,34.4,72.5,Strategic trap,33.1,28.8,34.2
29-1229.05,Preventive Medicine Physicians,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,342720.0,57120.0,15,substantial,66.2,67.8,64.3,73.7,100.0,27.4,77.4,Strategic trap,33.1,27.6,46.6
19-2012.00,Physicists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,20430.0,20430.0,16,substantial,75.1,51.2,52.1,84.7,100.0,61.1,82.0,Strategic trap,32.6,18.8,42.8
17-2031.00,Bioengineers and Biomedical Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,23480.0,23480.0,30,substantial,86.0,54.0,52.2,70.3,75.0,59.4,74.8,Strategic trap,32.6,20.0,44.5
29-1218.00,Obstetricians and Gynecologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,21260.0,21260.0,15,substantial,49.3,79.9,76.7,81.9,100.0,60.6,68.4,Protect,32.3,20.3,41.8
15-2011.00,Actuaries,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,26670.0,26670.0,15,substantial,68.7,65.1,58.1,71.3,75.0,57.9,82.3,Strategic trap,31.9,31.7,45.6
29-1222.00,"Physicians, Pathologists","Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,11110.0,11110.0,19,substantial,49.8,74.3,74.6,85.9,100.0,68.4,77.0,Protect,31.8,16.2,32.6
19-2041.02,Environmental Restoration Planners,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,89250.0,22312.5,23,substantial,70.0,57.6,55.9,78.3,100.0,43.5,76.3,Strategic trap,31.6,18.2,44.9
29-1216.00,General Internal Medicine Physicians,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,67150.0,67150.0,19,substantial,50.2,80.5,79.7,77.8,100.0,46.9,68.5,Strategic trap,31.4,23.6,45.7
19-1013.00,Soil and Plant Scientists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,15730.0,15730.0,27,substantial,70.0,52.5,50.0,85.2,100.0,64.2,79.9,Strategic trap,31.3,4.7,41.3
29-1299.01,Naturopathic Physicians,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,28630.0,14315.0,20,substantial,53.5,71.5,68.2,80.9,100.0,57.1,68.9,Strategic trap,30.9,16.1,38.8
29-1161.00,Nurse Midwives,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,7920.0,7920.0,21,substantial,47.1,76.0,72.6,85.5,100.0,72.4,69.0,Protect,30.6,17.0,40.2
15-1299.06,Digital Forensics Analysts,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,20,substantial,90.4,54.5,55.0,61.9,75.0,24.5,85.1,Strategic trap,30.5,25.6,32.6
29-1129.01,Art Therapists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,22640.0,11320.0,25,substantial,55.1,66.1,66.5,83.7,100.0,59.9,78.7,Strategic trap,30.5,19.8,39.6
29-1081.00,Podiatrists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,9680.0,9680.0,11,substantial,46.7,76.4,72.2,85.4,100.0,70.0,72.0,Protect,30.5,13.6,38.2
11-9121.00,Natural Sciences Managers,Managerial,Managerial,5,108690.0,36230.0,16,substantial,73.3,54.4,53.3,76.0,100.0,41.1,68.4,Strategic trap,30.3,22.0,41.0
19-2041.00,"Environmental Scientists and Specialists, Including Health","Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,89250.0,22312.5,22,substantial,77.8,59.0,56.8,65.8,75.0,43.5,76.2,Strategic trap,30.2,22.4,44.7
15-1243.01,Data Warehousing Specialists,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,67140.0,33570.0,18,substantial,100.0,45.2,45.2,66.6,75.0,46.9,75.0,Guard the pipeline,30.1,29.1,40.7
19-3022.00,Survey Researchers,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,8290.0,8290.0,16,substantial,75.0,46.0,45.2,87.2,100.0,71.9,78.4,Guard the pipeline,30.1,19.1,37.8
19-1029.04,Biologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,55850.0,13962.5,22,substantial,71.2,52.2,52.0,80.9,100.0,49.1,80.9,Strategic trap,30.1,14.3,40.5
29-1171.00,Nurse Practitioners,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,323040.0,323040.0,27,substantial,53.9,77.3,73.8,72.2,100.0,28.1,68.7,Strategic trap,30.1,25.6,46.9
15-1299.04,Penetration Testers,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,22,substantial,91.2,53.3,52.2,61.7,75.0,24.5,84.1,Strategic trap,30.0,27.7,37.3
19-2011.00,Astronomers,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,2120.0,2120.0,17,substantial,63.5,50.0,45.9,93.1,100.0,88.2,83.0,Strategic trap,29.6,16.5,38.5
29-1241.00,"Ophthalmologists, Except Pediatric","Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,8950.0,8950.0,18,substantial,43.8,80.2,78.3,84.4,100.0,71.0,65.7,Protect,29.6,20.3,41.4
15-1299.07,Blockchain Engineers,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,17,substantial,97.6,50.3,50.6,60.1,75.0,24.5,76.0,Strategic trap,29.5,25.0,35.6
29-1229.06,Sports Medicine Physicians,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,342720.0,57120.0,27,substantial,56.7,71.8,67.4,72.1,100.0,27.4,69.4,Strategic trap,29.4,23.7,45.0
29-1071.00,Physician Assistants,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,162150.0,81075.0,12,substantial,50.8,77.0,74.8,74.7,100.0,36.3,68.8,Strategic trap,29.2,19.7,38.7
17-1011.00,"Architects, Except Landscape and Naval","Research, Development, Design, and Practitioners",Architecture and Engineering,5,106770.0,106770.0,25,substantial,68.2,54.6,51.5,78.2,100.0,41.3,79.2,Strategic trap,29.1,16.1,35.1
19-3039.03,Clinical Neuropsychologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,18820.0,9410.0,18,substantial,49.8,70.4,71.4,83.1,100.0,62.1,72.5,Protect,29.1,19.5,44.9
19-2021.00,Atmospheric and Space Scientists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,10000.0,10000.0,27,substantial,80.0,48.3,47.9,74.7,75.0,69.6,81.5,Guard the pipeline,28.9,15.4,38.0
17-2041.00,Chemical Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,21070.0,21070.0,14,substantial,69.2,58.7,58.3,71.2,75.0,60.7,77.4,Strategic trap,28.9,13.3,39.5
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,1520.0,1520.0,25,substantial,81.9,43.4,42.3,81.0,100.0,92.2,16.8,Guard the pipeline,28.8,22.7,40.1
17-2111.02,Fire-Prevention and Protection Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,21450.0,10725.0,14,substantial,66.5,60.4,55.8,71.6,75.0,60.5,79.8,Strategic trap,28.8,21.2,42.1
11-9041.00,Architectural and Engineering Managers,Managerial,Managerial,5,220260.0,110130.0,19,substantial,64.4,60.0,57.6,74.4,100.0,32.7,72.7,Strategic trap,28.7,22.1,41.7
17-2112.01,Human Factors Engineers and Ergonomists,"Research, Development, Design, and Practitioners",Architecture and Engineering,5,365740.0,91435.0,26,substantial,68.5,56.8,54.7,73.4,100.0,26.6,77.0,Strategic trap,28.6,15.5,43.2
29-1224.00,Radiologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,26770.0,26770.0,30,substantial,45.1,77.4,74.9,82.0,100.0,57.9,73.2,Protect,28.6,24.3,38.7
29-1243.00,Pediatric Surgeons,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,1190.0,1190.0,18,substantial,38.9,79.6,75.7,92.5,100.0,95.1,69.7,Protect,28.6,11.2,33.7
29-1125.00,Recreational Therapists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,4,14930.0,14930.0,11,substantial,54.4,72.9,73.7,71.7,75.0,64.8,73.6,Strategic trap,28.4,25.0,45.6
29-1221.00,"Pediatricians, General","Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,39390.0,39390.0,17,substantial,46.0,77.3,75.1,79.9,100.0,53.2,69.8,Protect,28.4,19.0,44.3
19-1029.03,Geneticists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,55850.0,13962.5,24,substantial,71.2,49.5,47.6,80.2,100.0,49.1,77.4,Guard the pipeline,28.3,9.2,38.2
19-3033.00,Clinical and Counseling Psychologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,75990.0,75990.0,30,substantial,54.9,64.8,61.0,79.2,100.0,45.4,77.9,Strategic trap,28.2,19.9,39.8
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,5240.0,5240.0,27,substantial,80.1,44.8,43.3,78.2,100.0,77.4,24.7,Guard the pipeline,28.1,21.7,40.9
17-2199.06,Microsystems Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,5,154070.0,19258.75,31,substantial,64.4,56.9,55.6,76.6,100.0,36.9,77.7,Strategic trap,28.1,13.1,33.3
15-1299.05,Information Security Engineers,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,20,substantial,84.4,54.3,52.4,61.0,75.0,24.5,81.0,Strategic trap,28.0,23.7,38.7
19-3034.00,School Psychologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,63940.0,63940.0,19,substantial,65.8,53.4,51.6,79.8,100.0,47.5,77.5,Strategic trap,28.0,18.6,39.8
25-1064.00,"Geography Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,3330.0,3330.0,25,substantial,81.0,43.3,42.1,78.6,100.0,82.8,19.0,Guard the pipeline,27.6,20.7,38.3
17-2051.02,Water/Wastewater Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,367840.0,122613.33333333333,28,substantial,74.0,61.1,57.6,61.1,75.0,26.5,78.2,Strategic trap,27.6,21.4,41.5
17-2011.00,Aerospace Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,67710.0,67710.0,14,substantial,70.0,58.5,58.3,67.4,75.0,46.8,79.4,Strategic trap,27.6,12.6,31.7
19-2043.00,Hydrologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,5850.0,5850.0,25,substantial,67.2,53.6,51.8,76.3,75.0,76.1,79.8,Strategic trap,27.5,8.6,33.5
29-1212.00,Cardiologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,17290.0,17290.0,25,substantial,42.0,79.0,76.8,83.0,100.0,63.1,70.2,Protect,27.5,13.2,35.2
29-1214.00,Emergency Medicine Physicians,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,32880.0,32880.0,17,substantial,40.6,84.1,81.2,80.5,100.0,55.4,69.5,Protect,27.5,20.6,41.8
29-1299.02,Orthoptists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,28630.0,14315.0,16,substantial,44.7,75.7,79.4,81.0,100.0,57.1,69.3,Protect,27.4,18.9,38.3
25-1053.00,"Environmental Science Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,6690.0,6690.0,25,substantial,81.7,44.2,43.2,75.6,100.0,74.4,16.5,Guard the pipeline,27.3,23.2,40.5
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers","Research, Development, Design, and Practitioners",Architecture and Engineering,4,6080.0,6080.0,18,substantial,66.1,54.7,48.8,75.6,75.0,75.6,77.3,Strategic trap,27.3,13.3,33.6
15-1241.00,Computer Network Architects,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,179740.0,89870.0,33,substantial,87.2,49.5,49.4,62.5,75.0,35.1,72.6,Guard the pipeline,27.0,19.1,36.0
29-1123.00,Physical Therapists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,267330.0,267330.0,24,substantial,51.2,71.3,68.4,73.9,100.0,30.3,73.9,Strategic trap,27.0,19.4,38.9
17-2199.03,"Energy Engineers, Except Wind and Solar","Research, Development, Design, and Practitioners",Architecture and Engineering,4,154070.0,19258.75,21,substantial,83.2,49.7,46.9,65.0,75.0,36.9,82.3,Guard the pipeline,26.9,14.5,28.7
17-2141.02,Automotive Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,296810.0,98936.66666666667,25,substantial,76.9,56.7,55.5,61.8,75.0,29.1,77.8,Strategic trap,26.9,15.0,38.3
17-2161.00,Nuclear Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,15280.0,15280.0,20,substantial,62.6,59.2,54.1,72.7,75.0,64.6,78.9,Strategic trap,26.9,15.4,36.9
19-3039.02,Neuropsychologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,18820.0,9410.0,14,substantial,49.7,65.1,66.4,82.8,100.0,62.1,70.9,Protect,26.8,16.8,43.0
